7SK
AKR7A2
AKT1
AKT1S1
AKT2
AKTIP
AL021068.1
AL021546.6
AL022341.1
AL022341.3
AL031721.1
AL034548.1
AL049829.1
AL118506.1
AL121594.1
AL121987.1
AL121992.1
AL132780.1
AL139099.1
AL160175.1
AL161772.1
AL162311.1
AL353629.1
AL353671.3
AL355490.1
AL356020.1
AL356356.1
AL359878.1
AL391839.1
AL583828.1
AL590233.1
AL590708.2
AL645728.1
AL662800.2
AL672294.1
AL773604.8
AL807752.1
ALDH18A1
ALDH3A2
ALDH5A1
ALDH9A1
ALG1
ALG10B
ALG12
ALG2
ALG3
ALG6
ALKBH3
ALMS1
ALYREF
AMACR
AMBRA1
AMD1
AMER1
AMFR
AMIGO3
AMMECR1L
AMOTL2
AMZ2
AMZ2P1
ANAPC1
ANAPC10
ANAPC11
ANAPC13
ANAPC2
ANAPC5
ANGEL2
ANK3
ANKHD1
ANKHD1-EIF4EBP3
ANKIB1
ANKLE2
ANKMY1
ANKRA2
ANKRD10
ANKRD11
ANKRD13B
ANKRD13D
ANKRD16
ANKRD17
ANKRD18A
ANKRD23
ANKRD26
ANKRD28
ANKRD31
ANKRD32
ANKRD36
ANKRD36B
ANKRD39
ANKRD40
ANKRD42
ANKRD46
ANKRD49
ANKRD50
ANKRD52
ANKRD54
ANKS3
ANKS6
ANKUB1
ANKZF1
ANLN
ANO10
ANO6
ANO8
ANP32A
ANP32B
ANXA2R
ANXA4
ANXA7
AP000230.1
AP000253.1
AP000275.65
AP000320.6
AP000320.7
AP000347.2
AP000354.2
AP000487.5
AP000688.11
AP000692.10
AP000697.6
AP000704.5
AP000721.4
AP001062.9
AP001266.1
AP001372.2
AP001437.1
AP001462.6
AP001619.2
AP001625.4
AP003041.2
AP003068.12
AP003068.23
AP003733.1
AP005482.1
AP006216.10
AP006621.5
AP006621.8
AP1G1
AP1M1
AP1S3
AP2B1
AP2S1
AP3M1
AP3M2
AP3S1
AP3S2
AP4B1
AP4E1
AP4M1
AP4S1
AP5B1
AP5M1
AP5S1
APEH
APEX1
APH1A
API5
APIP
APITD1
APITD1-CORT
APLF
APLP2
APOA1BP
APOLD1
APOPT1
APP
APPBP2
APPL1
APPL2
APRT
APTX
ARCN1
ARF1
ARF4
ARF5
ARF6
ARFGAP1
ARFGAP2
ARFGAP3
ARFGEF1
ARFGEF2
ARFRP1
ARGLU1
ARHGAP1
ARHGAP10
ARHGAP12
ARHGAP17
ARHGAP19
ARHGAP19-SLIT1
ARHGAP21
ARHGAP31-AS1
ARHGAP39
ARHGAP4
ARHGAP44
ARHGAP5
ARHGAP5-AS1
ARHGAP8
ARHGDIA
ARHGEF11
ARHGEF12
ARHGEF37
ARID1A
ARID1B
ARID2
ARID4B
ARIH1
ARIH2
ARIH2OS
ARL1
ARL14EP
ARL16
ARL2
ARL2BP
ARL3
ARL5A
ARL5B
ARL5B-AS1
ARL6
ARL6IP1
ARL6IP4
ARL6IP6
ARL8A
ARMC1
ARMC10
ARMC2
ARMC5
ARMC6
ARMC9
ARNT2
ARPC1A
ARPC4
ARPC4-TTLL3
ARPC5
ARPC5L
ARPP19
ARRDC1
ARRDC2
ARSB
ARV1
ASAH2B
ASAP1
ASAP2
ASB1
ASB13
ASCC3
ASF1A
ASH2L
ASNSD1
ASPH
ASTE1
ATAD2B
ATAD5
ATE1
ATF4
ATF5
ATG10
ATG12
ATG14
ATG16L2
ATG2A
ATG2B
ATG4A
ATG4B
ATG4C
ATG4D
ATG9A
ATIC
ATL1
ATL2
ATL3
ATMIN
ATOX1
ATP11A
ATP11B
ATP13A1
ATP13A2
ATP13A4
ATP1A1OS
ATP1B3
ATP2A2
ATP5A1
ATP5B
ATP5C1
ATP5D
ATP5E
ATP5G1
ATP5G2
ATP5I
ATP5J
ATP5J2
ATP5J2-PTCD1
ATP5L
ATP5S
ATP6AP1
ATP6AP1L
ATP6V0A2
ATP6V0B
ATP6V0D1
ATP6V0E1
ATP6V0E2
ATP6V1A
ATP6V1D
ATP6V1E1
ATP6V1E2
ATP6V1F
ATP6V1G1
ATP6V1G2
ATP6V1G2-DDX39B
ATP6V1H
ATP9A
ATP9B
ATPAF2
ATR
ATRAID
ATRIP
ATRN
ATRX
ATXN1
ATXN10
ATXN1L
ATXN2
ATXN2L
ATXN7
ATXN7L3B
AUH
AUNIP
AUP1
AURKA
AURKAIP1
AVEN
AVL9
AVPI1
AXIN1
AZI2
B3GALNT2
B3GALT6
B3GALTL
B3GAT3
B3GNTL1
B4GALT1
B4GALT4
B4GALT5
B4GALT6
B4GALT7
BACE1
BAD
BAG1
BAG3
BAG5
BAIAP2
BAIAP2-AS1
BAIAP2L1
BANF1
BANP
BAP1
BARD1
BAZ1A
BAZ1B
BAZ2A
BAZ2B
BBIP1
BBS1
BBS4
BBS5
BBX
BCAP29
BCAP31
BCAR1
BCAR3
BCAS4
BCCIP
BCKDK
BCL2L1
BCL2L13
BCL2L2-PABPN1
BCL7C
BCL9L
BCLAF1
BCR
BCRP8
BCS1L
BDP1
BECN1
BEGAIN
BEND3
BEND7
BET1
BFAR
BFSP1
BICD2
BIRC2
BIRC5
BIRC6
BIVM
BLCAP
BLOC1S1
BLOC1S3
BLOC1S4
BLOC1S6
BLVRA
BMI1
BMPR1A
BMPR2
BMS1
BMS1P4
BNIP2
BNIP3
BOD1
BOD1L1
BOK
BOK-AS1
BOP1
BPGM
BPHL
BPTF
BRAF
BRAP
BRAT1
BRCA2
BRCC3
BRD1
BRD2
BRD2-IT1
BRD3
BRD4
BRD7
BRD8
BRD9
BRI3
BRI3BP
BRIP1
BRIX1
BRMS1
BRMS1L
BRPF3
BRWD1-AS1
BRWD1-IT2
BSDC1
BSG
BTAF1
BTBD1
BTBD3
BTBD6
BTBD8
BTBD9
BTF3
BTF3L4
BTG2
BTRC
BUB1
BUD13
BUD31
BX936347.1
BYSL
BZW1
C10orf111
C10orf137
C10orf2
C10orf25
C10orf32
C10orf32-ASMT
C10orf35
C10orf76
C10orf88
C10orf95
C11orf24
C11orf35
C11orf48
C11orf57
C11orf65
C11orf68
C11orf71
C11orf72
C11orf80
C11orf83
C11orf84
C12orf23
C12orf29
C12orf45
C12orf5
C12orf50
C12orf52
C12orf61
C12orf65
C12orf66
C12orf73
C12orf75
C14orf142
C14orf166
C14orf178
C14orf28
C14orf80
C15orf37
C15ORF37
C15orf40
C15orf61
C15orf65
C16orf13
C16orf46
C16orf52
C16orf58
C16orf71
C16orf72
C16orf80
C16orf87
C16orf95
C17orf105
C17orf49
C17orf53
C17orf58
C17orf62
C17orf70
C17orf75
C17orf76-AS1
C17orf85
C17orf89
C17orf97
C18orf21
C18orf32
C18orf56
C18orf8
C19orf10
C19orf12
C19orf24
C19orf40
C19orf43
C19orf52
C19orf57
C19orf60
C19orf82
C1orf109
C1orf122
C1orf123
C1orf131
C1orf132
C1orf159
C1orf174
C1orf198
C1orf21
C1orf213
C1orf216
C1orf35
C1orf43
C1orf50
C1orf53
C1orf54
C1orf63
C1QTNF9B-AS1
C2
C20ORF135
C20orf24
C20orf26
C20orf27
C21orf119
C21orf2
C21orf33
C21orf49
C21orf58
C21orf59
C22orf26
C22orf29
C22orf39
C22orf46
C2CD2L
C2CD4A
C2orf42
C2orf43
C2orf47
C2orf68
C2orf69
C2orf76
C3orf17
C3orf18
C3orf33
C3orf38
C3orf80
C4orf21
C4orf27
C4orf29
C5orf15
C5orf22
C5orf24
C5orf28
C5orf30
C5orf42
C5orf51
C5orf54
C5orf56
C6orf120
C6orf136
C6orf203
C6orf226
C6orf47
C6orf47-AS1
C6orf57
C6orf62
C7orf10
C7orf13
C7orf25
C7orf26
C7orf43
C7orf49
C7orf55
C7orf55-LUC7L2
C7orf73
C8G
C8orf33
C8orf59
C8orf76
C8orf82
C9orf116
C9orf142
C9orf156
C9orf163
C9orf169
C9orf37
C9orf40
C9orf41
C9orf69
C9orf72
C9orf78
C9orf85
C9orf89
C9orf9
C9orf91
C9orf96
CA13
CAB39
CABIN1
CABLES2
CACNA1F
CACUL1
CACYBP
CAGE1
CALCOCO2
CALR
CALU
CAMK1
CAMK2D
CAMKK1
CAMKK2
CAMLG
CAMSAP1
CAMSAP2
CAMTA2
CAND1
CANT1
CANX
CAP1
CAPG
CAPN1
CAPN10
CAPN10-AS1
CAPN15
CAPN7
CAPNS1
CAPRIN1
CAPRIN2
CAPZB
CARKD
CARM1
CARS
CARS2
CASC1
CASC2
CASC4
CASC5
CASD1
CASKIN2
CASP2
CASP3
CASP9
CAT
CATSPER2P1
CATSPERD
CBFA2T2
CBFB
CBLL1
CBLN3
CBR3
CBR3-AS1
CBR4
CBX1
CBX3
CBX3P2
CBX3P4
CBX5
CBX6
CBY1
CBY3
CC2D1A
CC2D1B
CCAR1
CCAR2
CCBL1
CCBL2
CCDC102A
CCDC103
CCDC106
CCDC112
CCDC115
CCDC117
CCDC122
CCDC126
CCDC127
CCDC138
CCDC142
CCDC148
CCDC157
CCDC173
CCDC174
CCDC22
CCDC34
CCDC40
CCDC47
CCDC50
CCDC51
CCDC57
CCDC58
CCDC59
CCDC7
CCDC82
CCDC84
CCDC85B
CCDC85C
CCDC87
CCDC88C
CCDC92
CCDC93
CCDC96
CCDC97
CCNA2
CCNB1
CCNB1IP1
CCNC
CCND3
CCNDBP1
CCNE2
CCNG1
CCNI
CCNK
CCNL1
CCNL2
CCNT1
CCNT2
CCPG1
CCRN4L
CCS
CCSAP
CCSER2
CCT2
CCT4
CCT5
CCT6A
CCT6B
CCT6P3
CCT7
CCT8
CD151
CD276
CD2AP
CD2BP2
CD320
CD59
CD63
CD81
CD9
CD99
CD99L2
CDAN1
CDC123
CDC16
CDC20
CDC25A
CDC25C
CDC26
CDC27
CDC37L1
CDC42BPA
CDC42BPB
CDC42EP1
CDC42EP4
CDC45
CDCA2
CDCA3
CDCA4
CDCA8
CDHR2
CDIPT
CDIPT-AS1
CDK1
CDK12
CDK13
CDK16
CDK17
CDK2AP1
CDK2AP2
CDK4
CDK5
CDK5R1
CDK5RAP1
CDK9
CDKN2A
CDKN2AIP
CDKN2AIPNL
CDKN2B-AS1
CDNF
CDPF1
CDR2
CDR2L
CDS2
CDV3
CEBPA
CEBPA-AS1
CEBPB
CEBPD
CEBPG
CECR5-AS1
CELF1
CELSR2
CENPA
CENPBD1
CENPC
CENPE
CENPJ
CENPN
CENPT
CEP104
CEP112
CEP120
CEP135
CEP164
CEP170
CEP170B
CEP19
CEP192
CEP250
CEP290
CEP350
CEP57
CEP57L1
CEP63
CEP76
CEP78
CEP89
CEP95
CEPT1
CERS2
CERS5
CES2
CETN3
CFL1
CFL1P1
CFL2
CFLAR
CGGBP1
CHAC1
CHAF1A
CHAF1B
CHAMP1
CHCHD2
CHCHD3
CHCHD4
CHCHD5
CHCHD6
CHD1
CHD1L
CHD2
CHD6
CHD9
CHDH
CHEK1
CHEK2
CHERP
CHIC2
CHKA
CHKB-AS1
CHKB-CPT1B
CHMP1B
CHMP2B
CHMP3
CHMP4B
CHMP4C
CHMP5
CHMP6
CHORDC1
CHPF
CHPF2
CHPT1
CHRAC1
CHSY1
CHTF18
CHUK
CHURC1
CHURC1-FNTB
CIAO1
CIAPIN1
CIB1
CIDECP
CINP
CIR1
CISD1
CISD2
CISD3
CITF22-92A6.1
CKAP2
CKAP2L
CKAP5
CKS2
CLASP1
CLASP2
CLASRP
CLCC1
CLCN2
CLCN7
CLDND1
CLEC11A
CLEC16A
CLIP1
CLK1
CLNS1A
CLOCK
CLPP
CLPTM1
CLPTM1L
CLPX
CLSPN
CLTA
CLTB
CLTC
CLUAP1
CLUH
CLUHP3
CMAS
CMBL
CMC1
CMC4
CMPK1
CMTM4
CMTR1
CMTR2
CNBP
CNDP2
CNEP1R1
CNIH1
CNIH3
CNIH4
CNNM3
CNOT1
CNOT11
CNOT2
CNOT3
CNOT4
CNOT6
CNOT6L
CNOT7
CNPPD1
CNPY2
CNPY3
CNTD1
CNTRL
COA1
COA3
COA4
COA5
COASY
COBLL1
COCH
COG1
COG4
COG5
COG7
COG8
COIL
COL18A1
COL4A3BP
COL6A4P1
COMMD1
COMMD10
COMMD4
COMMD5
COMMD7
COMTD1
COPB1
COPB2
COPE
COPG1
COPG2
COPRS
COPS2
COPS3
COPS4
COPS6
COPS8
COQ2
COQ4
COQ5
COQ6
COQ9
CORO1A
CORO7
COTL1
COX10
COX10-AS1
COX11
COX14
COX16
COX17
COX18
COX4I1
COX5A
COX5B
COX6A1
COX6B1
COX6C
COX7C
COX8A
CPB2-AS1
CPD
CPEB3
CPNE1
CPOX
CPPED1
CPS1
CPSF1
CPSF2
CPSF3
CPSF3L
CPSF6
CPSF7
CPT2
CRADD
CRAMP1L
CRAT
CRBN
CRCP
CREB1
CREB3
CREB3L2
CREBBP
CREBL2
CREG1
CRELD1
CRELD2
CREM
CRHR1
CRHR1-IT1
CRKL
CRLF3
CRLS1
CRNDE
CROCCP2
CROCCP3
CRTAP
CRTC2
CRTC3
CRY2
CRYL1
CRYZ
CRYZL1
CS
CSE1L
CSF1
CSGALNACT2
CSK
CSNK1A1
CSNK1D
CSNK2B
CSNK2B-LY6G5B-1181
CSPP1
CSRNP2
CSRP2BP
CST3
CSTB
CSTF1
CTA-217C2.1
CTA-276O3.4
CTA-292E10.6
CTA-29F11.1
CTA-445C9.14
CTAGE5
CTB-113I20.2
CTB-129O4.1
CTB-129P6.11
CTB-129P6.4
CTB-131K11.1
CTB-161C1.1
CTB-161K23.1
CTB-180A7.3
CTB-180A7.8
CTB-31O20.2
CTB-31O20.9
CTB-32O4.2
CTB-55O6.10
CTB-58E17.5
CTB-60E11.9
CTBP1
CTBP1-AS2
CTBP2
CTBS
CTC-203F4.2
CTC-228N24.3
CTC-232P5.1
CTC-241N9.1
CTC-248O19.1
CTC-260F20.3
CTC-303L1.2
CTC-329D1.2
CTC-338M12.4
CTC-350I8.1
CTC-367J11.1
CTC-398G3.6
CTC-425F1.4
CTC-428G20.6
CTC-432M15.3
CTC-436P18.1
CTC-444N24.6
CTC-459F4.3
CTC-461F20.1
CTC-487M23.8
CTC-493P15.2
CTC-524C5.5
CTC-534A2.2
CTC-756D1.2
CTCF
CTD-2001C12.1
CTD-2007H13.3
CTD-2012K14.6
CTD-2012K14.7
CTD-2013N24.2
CTD-2015H6.3
CTD-2017D11.1
CTD-2031P19.3
CTD-2033C11.1
CTD-2036P10.3
CTD-2037K23.2
CTD-2047H16.4
CTD-2083E4.4
CTD-2083E4.6
CTD-2132N18.3
CTD-2154B17.4
CTD-2165H16.4
CTD-2184C24.2
CTD-2186M15.3
CTD-2192J16.11
CTD-2192J16.24
CTD-2201E18.3
CTD-2213F21.2
CTD-2213F21.3
CTD-2228K2.5
CTD-2228K2.7
CTD-2256P15.1
CTD-2256P15.2
CTD-2260A17.2
CTD-2270L9.4
CTD-2287O16.5
CTD-2288F12.1
CTD-2292P10.2
CTD-2292P10.4
CTD-2302E22.4
CTD-2315E11.1
CTD-2319I12.2
CTD-2319I12.4
CTD-2336O2.1
CTD-2342J14.6
CTD-2349B8.1
CTD-2349P21.1
CTD-2349P21.5
CTD-2350C19.2
CTD-2358C21.3
CTD-2366F13.1
CTD-2376I4.1
CTD-2376I4.2
CTD-2377O17.1
CTD-2410N18.3
CTD-2410N18.5
CTD-2517M22.16
CTD-2526A2.2
CTD-2527I21.7
CTD-2532N20.1
CTD-2534I21.8
CTD-2537I9.12
CTD-2537I9.16
CTD-2538C1.2
CTD-2540B15.10
CTD-2540B15.11
CTD-2540B15.7
CTD-2540B15.9
CTD-2541M15.1
CTD-2547E10.2
CTD-2555K7.2
CTD-2562J15.6
CTD-2571L23.8
CTD-2574D22.2
CTD-2588C8.8
CTD-2588J6.2
CTD-2619J13.14
CTD-2619J13.23
CTD-2619J13.3
CTD-2619J13.8
CTD-2622I13.3
CTD-2631K10.1
CTD-2651B20.1
CTD-2655K5.1
CTD-3028N15.1
CTD-3065J16.9
CTD-3074O7.11
CTD-3074O7.5
CTD-3131K8.2
CTD-3154N5.1
CTD-3162L10.3
CTD-3162L10.4
CTD-3184A7.4
CTD-3195I5.3
CTD-3203P2.2
CTD-3222D19.2
CTD-3222D19.7
CTDNEP1
CTDP1
CTDSP1
CTDSP2
CTDSPL
CTDSPL2
CTNNAL1
CTNNBIP1
CTNNBL1
CTNS
CTPS1
CTPS2
CTSB
CTSD
CTSL
CTSO
CTTN
CTU1
CTU2
CUEDC2
CUL1
CUL3
CUL4A
CUL5
CUL7
CUX1
CUZD1
CWC15
CWC25
CWC27
CXCL16
CXorf24
CXorf38
CXorf40B
CYB561
CYB561A3
CYB561D2
CYB5D1
CYB5D2
CYB5R3
CYB5RL
CYC1
CYFIP1
CYFIP2
CYHR1
CYP1B1-AS1
CYP20A1
CYP39A1
CYP46A1
CYP4V2
CYTH1
CYTH3
D2HGDH
DAG1
DAGLB
DAK
DALRD3
DANCR
DAO
DAP
DAP3
DARS
DBF4
DBI
DBIL5P
DBNDD1
DBNL
DBR1
DCAF10
DCAF11
DCAF12
DCAF13
DCAF16
DCAF17
DCAF4
DCAF5
DCAF6
DCAF7
DCAKD
DCK
DCLRE1A
DCLRE1B
DCP1A
DCP1B
DCP2
DCPS
DCTD
DCTN4
DCUN1D2
DCUN1D3
DCUN1D5
DCXR
DDAH1
DDHD1
DDI2
DDIT3
DDOST
DDRGK1
DDX1
DDX11
DDX11-AS1
DDX12P
DDX17
DDX18
DDX19A
DDX19B
DDX20
DDX21
DDX23
DDX24
DDX28
DDX31
DDX39A
DDX39B
DDX39B-AS1
DDX3X
DDX41
DDX42
DDX46
DDX47
DDX49
DDX5
DDX50
DDX51
DDX52
DDX54
DDX55
DDX56
DDX59
DDX6
DECR1
DECR2
DEDD
DEDD2
DEK
DENND1A
DENND1B
DENND2A
DENND4B
DENND4C
DENND6A
DENND6B
DENR
DEPDC1
DEPDC1B
DEPDC4
DERA
DERL1
DERL2
DESI1
DESI2
DEXI
DFFA
DFFB
DFNB59
DGAT1
DGCR14
DGCR2
DGCR6L
DGCR8
DGKA
DGKE
DGUOK
DHCR7
DHPS
DHRS1
DHRS11
DHRS13
DHRS4
DHX15
DHX29
DHX30
DHX32
DHX33
DHX35
DHX36
DHX38
DHX9
DIAPH3
DICER1
DICER1-AS1
DIDO1
DIMT1
DIP2A
DIP2B
DIP2C
DIRC2
DIS3L
DIS3L2
DKC1
DLAT
DLD
DLEU2
DLG5
DLG5-AS1
DLST
DLX1
DMGDH
DMTF1
DMTN
DMWD
DNA2
DNAAF2
DNAI1
DNAJA1
DNAJA2
DNAJA3
DNAJB12
DNAJB14
DNAJB2
DNAJB4
DNAJB6
DNAJB9
DNAJC1
DNAJC10
DNAJC11
DNAJC16
DNAJC17
DNAJC19
DNAJC21
DNAJC25
DNAJC25-GNG10
DNAJC27
DNAJC27-AS1
DNAJC3
DNAJC3-AS1
DNAJC30
DNAL4
DNASE1L1
DNLZ
DNM1L
DNM2
DNMBP
DNMT1
DNPH1
DNTTIP1
DNTTIP2
DOCK7
DOCK9
DOCK9-AS2
DOLK
DONSON
DOPEY1
DOPEY2
DPAGT1
DPF2
DPH1
DPH5
DPH6
DPH6-AS1
DPH7
DPM1
DPM2
DPP3
DPP8
DPP9
DPY19L3
DPY19L4
DRAM1
DRAM2
DRAP1
DRG1
DRG2
DROSHA
DSCC1
DSN1
DSP
DSTN
DSTYK
DTD1
DTD2
DTNB
DTNBP1
DTWD2
DTX3L
DTYMK
DUS1L
DUS4L
DUSP1
DUSP12
DUSP16
DUSP2
DUSP22
DUSP28
DUSP3
DUSP6
DUSP7
DUSP8P5
DUT
DVL1
DVL3
DXO
DYM
DYNC1H1
DYNC1I2
DYNC1LI1
DYNLL1
DYNLL1-AS1
DYNLL2
DYNLRB1
DYNLT1
DYRK1A
DYRK2
DYRK3
DZANK1
DZIP3
E2F1
E2F3
E2F4
E2F5
E2F6
E2F7
E4F1
EAF1
EAF2
EAPP
EARS2
EBAG9
EBPL
ECE2
ECHDC2
ECHS1
ECI1
ECSIT
EDC3
EDC4
EDEM1
EDF1
EEA1
EEF1B2
EEF1D
EEF1E1
EEF1E1-BLOC1S5
EEF1G
EEF2K
EEFSEC
EFCAB11
EFCAB14
EFCAB2
EFCAB6
EFCAB7
EFHB
EFNB2
EFR3A
EFTUD2
EGLN1P1
EGLN3
EHMT1
EHMT2
EI24
EID1
EID2
EID2B
EIF1
EIF1AD
EIF1B
EIF2A
EIF2AK1
EIF2AK2
EIF2AK4
EIF2B2
EIF2B3
EIF2B4
EIF2D
EIF2S1
EIF2S2
EIF3A
EIF3B
EIF3H
EIF3I
EIF3J
EIF3J-AS1
EIF3K
EIF3L
EIF3M
EIF4A2
EIF4E
EIF4G1
EIF4G2
EIF4H
EIF5
EIF6
ELAC1
ELAC2
ELAVL1
ELF1
ELK4
ELL
ELMOD3
ELOVL1
ELOVL6
ELOVL7
ELP2
ELP4
ELP5
ELP6
EMB
EMC10
EMC4
EMC6
EMC8
EMC9
EMD
EME1
EME2
EML5
ENAH
ENDOD1
ENDOG
ENDOV
ENGASE
ENKUR
ENO1
ENO1-AS1
ENO1-IT1
ENO4
ENOPH1
ENOX2
ENPP1
ENTHD2
ENTPD4
ENTPD6
ENY2
EOGT
EP300
EP400
EPB41L4A-AS1
EPB41L5
EPHB4
EPHX1
EPHX4
EPM2A
EPN1
EPPK1
EPS15
EPS15L1
EPS8
EPS8L2
ERAL1
ERAP1
ERBB2IP
ERC1
ERCC3
ERCC4
ERCC6
ERCC6-PGBD3
ERCC6L2
ERCC8
ERH
ERI2
ERI3
ERLIN2
ERMARD
ERN1
ERO1L
ERP29
ERP44
ERRFI1
ERV3-1
ERVK13-1
ESCO1
ESD
ESF1
ESPL1
ESR2
ESRP2
ESYT1
ESYT2
ETAA1
ETF1
ETFA
ETNK1
ETS2
ETV3
EWSR1
EXD2
EXD3
EXOC2
EXOC3L1
EXOC5
EXOC6B
EXOG
EXOSC1
EXOSC10
EXOSC2
EXOSC3
EXOSC4
EXOSC6
EXOSC7
EXOSC9
EXT1
EXT2
EXTL3-AS1
F8
FADD
FADS2
FAHD1
FAHD2A
FAIM
FAM101A
FAM102A
FAM105B
FAM109A
FAM115A
FAM117A
FAM120A
FAM120AOS
FAM120C
FAM122A
FAM127A
FAM127B
FAM133B
FAM134A
FAM134B
FAM134C
FAM136A
FAM151B
FAM160B1
FAM160B2
FAM161B
FAM162A
FAM168A
FAM168B
FAM169A
FAM172A
FAM173A
FAM173B
FAM174A
FAM175B
FAM177A1
FAM185A
FAM187A
FAM192A
FAM193B
FAM195A
FAM195B
FAM199X
FAM200B
FAM201A
FAM204A
FAM206A
FAM208A
FAM208B
FAM20B
FAM210A
FAM211B
FAM212B
FAM219A
FAM219B
FAM220A
FAM222B
FAM227A
FAM228B
FAM24B
FAM35A
FAM3A
FAM3C
FAM45A
FAM47E
FAM53A
FAM53B
FAM57A
FAM58A
FAM60A
FAM66C
FAM71E1
FAM73A
FAM76B
FAM83C-AS1
FAM83D
FAM83H
FAM83H-AS1
FAM86FP
FAM86KP
FAM89B
FAM8A1
FAM91A1
FAM96A
FAM96B
FAM98B
FAM98C
FAN1
FANCA
FANCC
