Gene	MCF7_siCtrl_rep1	MCF7_siCtrl_rep2	MCF7_siCtrl_rep3	MCF7_siZFX_rep1	MCF7_siZFX_rep2	MCF7_siZFX_rep3
5S_rRNA	nan	nan	nan	nan	nan	nan
7SK	nan	nan	nan	nan	nan	nan
RP1-46F2.2	nan	nan	nan	nan	nan	nan
RP1-46F2.3	nan	nan	nan	nan	nan	nan
RP1-48J14.1	nan	nan	nan	nan	nan	nan
RP1-49C23.1	nan	nan	nan	nan	nan	nan
RP1-4G17.2	nan	nan	nan	nan	nan	nan
RP1-4G17.5	nan	nan	nan	nan	nan	nan
RP1-50A13.1	nan	nan	nan	nan	nan	nan
RP1-50J22.4	nan	nan	nan	nan	nan	nan
RP1-50O24.6	nan	nan	nan	nan	nan	nan
RP1-52D1.1	nan	nan	nan	nan	nan	nan
RP1-52J10.9	nan	nan	nan	nan	nan	nan
RP1-53C18.3	nan	nan	nan	nan	nan	nan
RP1-55C23.7	nan	nan	nan	nan	nan	nan
RP1-55C23.8	nan	nan	nan	nan	nan	nan
RP1-56J10.8	nan	nan	nan	nan	nan	nan
RP1-56K13.2	nan	nan	nan	nan	nan	nan
RP1-56K13.3	nan	nan	nan	nan	nan	nan
RP1-56K13.5	nan	nan	nan	nan	nan	nan
RP1-56K13.6	nan	nan	nan	nan	nan	nan
RP1-57E3.1	nan	nan	nan	nan	nan	nan
RP1-58B11.1	nan	nan	nan	nan	nan	nan
RP1-59B16.1	nan	nan	nan	nan	nan	nan
RP1-59D14.1	nan	nan	nan	nan	nan	nan
RP1-59D14.5	0.707174	0.842682	0.485061	0.602331	0.714603	0.749245
RP1-59M18.2	nan	nan	nan	nan	nan	nan
RP1-5O6.4	nan	nan	nan	nan	nan	nan
RP1-5O6.5	nan	nan	nan	nan	nan	nan
RP1-60G11.1	nan	nan	nan	nan	nan	nan
RP1-60N8.1	nan	nan	nan	nan	nan	nan
RP1-60O19.1	nan	nan	nan	nan	nan	nan
RP1-60O19.2	nan	nan	nan	nan	nan	nan
RP1-62O9.3	nan	nan	nan	nan	nan	nan
RP1-63G5.5	nan	nan	nan	nan	nan	nan
RP1-63G5.7	nan	nan	nan	nan	nan	nan
RP1-63G5.8	nan	nan	nan	nan	nan	nan
RP1-63M2.5	nan	nan	nan	nan	nan	nan
RP1-63M2.6	nan	nan	nan	nan	nan	nan
RP1-63P18.2	nan	nan	nan	nan	nan	nan
RP1-64K7.4	nan	nan	nan	nan	nan	nan
RP1-65J11.1	nan	nan	nan	nan	nan	nan
RP1-65J11.5	nan	nan	nan	nan	nan	nan
RP1-65P5.1	nan	nan	nan	nan	nan	nan
RP1-65P5.3	nan	nan	nan	nan	nan	nan
RP1-65P5.5	nan	nan	nan	nan	nan	nan
RP1-66C13.1	nan	nan	nan	nan	nan	nan
RP1-66C13.2	nan	nan	nan	nan	nan	nan
RP1-66C13.3	nan	nan	nan	nan	nan	nan
RP1-66C13.4	nan	nan	nan	nan	nan	nan
RP1-66N13.1	nan	nan	nan	nan	nan	nan
RP1-67A8.3	nan	nan	nan	nan	nan	nan
RP1-67K17.3	nan	nan	nan	nan	nan	nan
RP1-67K17.4	nan	nan	nan	nan	nan	nan
RP1-68D18.2	nan	nan	nan	nan	nan	nan
RP1-68D18.3	nan	nan	nan	nan	nan	nan
RP1-68D18.4	nan	nan	nan	nan	nan	nan
RP1-69B13.2	nan	nan	nan	nan	nan	nan
RP1-69D17.3	nan	nan	nan	nan	nan	nan
RP1-69D17.4	nan	nan	nan	nan	nan	nan
RP1-69E11.3	nan	nan	nan	nan	nan	nan
RP1-69M21.2	nan	nan	nan	nan	nan	nan
RP1-6P5.2	nan	nan	nan	nan	nan	nan
RP1-71H19.2	nan	nan	nan	nan	nan	nan
RP1-71H24.1	nan	nan	nan	nan	nan	nan
RP1-71H24.4	nan	nan	nan	nan	nan	nan
RP1-71L16.9	nan	nan	nan	nan	nan	nan
RP1-72A23.1	0.212152	0.349863	0.163514	0.228384	0.127212	0.223956
RP1-72A23.3	nan	nan	nan	nan	nan	nan
RP1-72E17.2	nan	nan	nan	nan	nan	nan
RP1-73A14.1	nan	nan	nan	nan	nan	nan
RP1-73A14.2	nan	nan	nan	nan	nan	nan
RP1-74B13.2	nan	nan	nan	nan	nan	nan
RP1-74M1.3	nan	nan	nan	nan	nan	nan
RP1-76B20.11	nan	nan	nan	nan	nan	nan
RP1-76B20.12	nan	nan	nan	nan	nan	nan
RP1-76C18.1	nan	nan	nan	nan	nan	nan
RP1-77H15.1	nan	nan	nan	nan	nan	nan
RP1-78O14.1	0.542166	0.628491	0.692944	0.850758	0.705525	0.940946
RP1-79C4.1	nan	nan	nan	nan	nan	nan
RP1-79C4.4	nan	nan	nan	nan	nan	nan
RP1-7G5.5	nan	nan	nan	nan	nan	nan
RP1-7G5.6	nan	nan	nan	nan	nan	nan
RP1-80N2.2	nan	nan	nan	nan	nan	nan
RP1-80N2.3	2.23938	2.25209	2.63319	1.60143	1.94019	2.02027
RP1-81D8.3	nan	nan	nan	nan	nan	nan
RP1-81D8.4	nan	nan	nan	nan	nan	nan
RP1-81F6.1	nan	nan	nan	nan	nan	nan
RP1-81P11.1	nan	nan	nan	nan	nan	nan
RP1-83M4.2	0.310377	0.344623	0.488191	0.257097	0.405222	0.517983
RP1-84O15.1	nan	nan	nan	nan	nan	nan
RP1-84O15.2	nan	nan	nan	nan	nan	nan
RP1-85D24.1	nan	nan	nan	nan	nan	nan
RP1-85D24.2	nan	nan	nan	nan	nan	nan
RP1-85D24.3	nan	nan	nan	nan	nan	nan
RP1-85F18.5	nan	nan	nan	nan	nan	nan
RP1-85F18.6	nan	nan	nan	nan	nan	nan
RP1-86C11.7	0.353587	0.392807	0.485061	0.500446	0.554341	0.636522
RP1-86D1.2	0.141435	0.261871	0.300276	0.250223	0.478749	0.1107
RP1-86D1.3	nan	nan	nan	nan	nan	nan
RP1-86D1.4	nan	nan	nan	nan	nan	nan
RP1-86D1.5	nan	nan	nan	nan	nan	nan
RP1-89D4.1	nan	nan	nan	nan	nan	nan
RP1-8B1.4	nan	nan	nan	nan	nan	nan
RP1-8B22.1	nan	nan	nan	nan	nan	nan
RP1-8B22.2	nan	nan	nan	nan	nan	nan
RP1-90G24.10	nan	nan	nan	nan	nan	nan
RP1-90G24.11	nan	nan	nan	nan	nan	nan
RP1-90G24.6	nan	nan	nan	nan	nan	nan
RP1-90G24.8	nan	nan	nan	nan	nan	nan
RP1-90J20.10	nan	nan	nan	nan	nan	nan
RP1-90J20.11	0.636456	0.733239	0.716043	1.15103	0.932301	0.996296
RP1-90J20.12	4.64377	4.97555	5.45116	4.52903	5.99696	5.67335
RP1-90J20.2	nan	nan	nan	nan	nan	nan
RP1-90J20.8	nan	nan	nan	nan	nan	nan
RP1-90J4.1	nan	nan	nan	nan	nan	nan
RP1-90J4.2	nan	nan	nan	nan	nan	nan
RP1-90J4.3	nan	nan	nan	nan	nan	nan
RP1-90K10.4	nan	nan	nan	nan	nan	nan
RP1-90L14.1	nan	nan	nan	nan	nan	nan
RP1-90L6.2	nan	nan	nan	nan	nan	nan
RP1-90L6.3	nan	nan	nan	nan	nan	nan
RP1-91G5.3	nan	nan	nan	nan	nan	nan
RP1-91J24.1	nan	nan	nan	nan	nan	nan
RP1-91J24.3	nan	nan	nan	nan	nan	nan
RP1-91N13.1	nan	nan	nan	nan	nan	nan
RP1-92C4.1	nan	nan	nan	nan	nan	nan
RP1-92C4.2	nan	nan	nan	nan	nan	nan
RP1-92C8.2	nan	nan	nan	nan	nan	nan
RP1-92C8.3	nan	nan	nan	nan	nan	nan
RP1-92O14.3	nan	nan	nan	nan	nan	nan
RP1-92O14.6	nan	nan	nan	nan	nan	nan
RP1-93H18.1	nan	nan	nan	nan	nan	nan
RP1-93H18.6	nan	nan	nan	nan	nan	nan
RP1-93H18.7	nan	nan	nan	nan	nan	nan
RP1-93I3.1	nan	nan	nan	nan	nan	nan
RP1-93L7.3	nan	nan	nan	nan	nan	nan
RP1-95L4.2	nan	nan	nan	nan	nan	nan
RP1-95L4.3	nan	nan	nan	nan	nan	nan
RP1-95L4.4	0.377159	0.392807	0.438865	0.775691	0.428354	0.719547
RP1-96H9.5	nan	nan	nan	nan	nan	nan
RP1-97D16.1	0.424304	0.36662	0.300276	0.250223	0.352762	0.193724
RP1-97G4.1	nan	nan	nan	nan	nan	nan
RP1-97J1.2	nan	nan	nan	nan	nan	nan
RP1-99E18.2	nan	nan	nan	nan	nan	nan
RP11-1000B6.2	nan	nan	nan	nan	nan	nan
RP11-1000B6.3	nan	nan	nan	nan	nan	nan
RP11-1000B6.5	0.109674	0.168836	0.180775	0.082955	0.370014	0.14795
RP11-1002K11.1	nan	nan	nan	nan	nan	nan
RP11-1003J3.1	nan	nan	nan	nan	nan	nan
RP11-1006G14.1	0.165007	0.209497	0.277178	0.275245	0.251973	0.387448
RP11-1006G14.2	nan	nan	nan	nan	nan	nan
RP11-1006G14.3	nan	nan	nan	nan	nan	nan
RP11-1006G14.4	1.57935	1.70216	1.75546	1.82663	1.915	1.52212
RP11-1007G5.2	nan	nan	nan	nan	nan	nan
RP11-1007I13.2	nan	nan	nan	nan	nan	nan
RP11-1007I13.4	nan	nan	nan	nan	nan	nan
RP11-1007J8.1	nan	nan	nan	nan	nan	nan
RP11-1007O24.2	0.353587	0.261871	0.161687	0.150134	0.226776	0.166049
RP11-1007O24.3	2.15657	2.06507	2.7679	2.64342	2.82741	1.99284
RP11-1007O24.4	nan	nan	nan	nan	nan	nan
RP11-1008C21.1	nan	nan	nan	nan	nan	nan
RP11-1008C21.2	nan	nan	nan	nan	nan	nan
RP11-1008M1.1	nan	nan	nan	nan	nan	nan
RP11-100E13.1	nan	nan	nan	nan	nan	nan
RP11-100E13.3	nan	nan	nan	nan	nan	nan
RP11-100F15.1	nan	nan	nan	nan	nan	nan
RP11-100F15.2	nan	nan	nan	nan	nan	nan
RP11-100G15.10	nan	nan	nan	nan	nan	nan
RP11-100G15.2	nan	nan	nan	nan	nan	nan
RP11-100G15.3	nan	nan	nan	nan	nan	nan
RP11-100G15.4	nan	nan	nan	nan	nan	nan
RP11-100G15.5	nan	nan	nan	nan	nan	nan
RP11-100G15.7	nan	nan	nan	nan	nan	nan
RP11-100J16.4	nan	nan	nan	nan	nan	nan
RP11-100J16.5	nan	nan	nan	nan	nan	nan
RP11-100K18.1	nan	nan	nan	nan	nan	nan
RP11-100L22.1	nan	nan	nan	nan	nan	nan
RP11-100L22.2	nan	nan	nan	nan	nan	nan
RP11-100L22.3	nan	nan	nan	nan	nan	nan
RP11-100L22.4	nan	nan	nan	nan	nan	nan
RP11-100M12.1	nan	nan	nan	nan	nan	nan
RP11-100M12.2	nan	nan	nan	nan	nan	nan
RP11-100M12.3	nan	nan	nan	nan	nan	nan
RP11-100N20.1	nan	nan	nan	nan	nan	nan
RP11-100N21.1	0.350288	0.344207	0.577632	0.378335	0.669303	0.581555
RP11-100N3.2	nan	nan	nan	nan	nan	nan
RP11-1012A1.10	nan	nan	nan	nan	nan	nan
RP11-1012A1.4	nan	nan	nan	nan	nan	nan
RP11-1012A1.7	nan	nan	nan	nan	nan	nan
RP11-1012E15.1	nan	nan	nan	nan	nan	nan
RP11-1016B18.1	nan	nan	nan	nan	nan	nan
RP11-1017G21.3	nan	nan	nan	nan	nan	nan
RP11-1017G21.4	0.260891	0.184609	0.209058	0.201357	0.151716	0.194693
RP11-1017G21.5	1.20219	1.38792	1.43209	1.45129	1.58743	1.38374
RP11-1017G21.6	0.212152	0.340433	0.161687	0.0750668	0.151184	0.138374
RP11-1018J11.1	nan	nan	nan	nan	nan	nan
RP11-1018N14.1	nan	nan	nan	nan	nan	nan
RP11-1018N14.2	nan	nan	nan	nan	nan	nan
RP11-1018N14.3	nan	nan	nan	nan	nan	nan
RP11-1018N14.4	nan	nan	nan	nan	nan	nan
RP11-1018N14.5	nan	nan	nan	nan	nan	nan
RP11-101B14.1	nan	nan	nan	nan	nan	nan
RP11-101B14.4	nan	nan	nan	nan	nan	nan
RP11-101C11.1	nan	nan	nan	nan	nan	nan
RP11-101E13.5	3.79887	5.01505	5.08965	2.83727	4.14372	4.98984
RP11-101E14.2	nan	nan	nan	nan	nan	nan
RP11-101E14.3	nan	nan	nan	nan	nan	nan
RP11-101E19.4	nan	nan	nan	nan	nan	nan
RP11-101E19.7	nan	nan	nan	nan	nan	nan
RP11-101E19.8	nan	nan	nan	nan	nan	nan
RP11-101E3.5	nan	nan	nan	nan	nan	nan
RP11-101E5.1	nan	nan	nan	nan	nan	nan
RP11-101E5.2	nan	nan	nan	nan	nan	nan
RP11-101E7.2	nan	nan	nan	nan	nan	nan
RP11-101K23.1	nan	nan	nan	nan	nan	nan
RP11-101O21.1	nan	nan	nan	nan	nan	nan
RP11-101O6.2	nan	nan	nan	nan	nan	nan
RP11-101P17.11	nan	nan	nan	nan	nan	nan
RP11-101P17.14	nan	nan	nan	nan	nan	nan
RP11-1020A11.1	0.424304	0.209497	0.300276	0.400357	0.705525	0.525823
RP11-1020A11.2	3.37086	4.11138	3.60331	4.50401	4.35914	4.26193
RP11-1020M18.10	nan	nan	nan	nan	nan	nan
RP11-1021N1.1	nan	nan	nan	nan	nan	nan
RP11-1022B3.1	nan	nan	nan	nan	nan	nan
RP11-1023L17.1	6.4334	6.05962	5.66336	5.12417	7.43166	6.26101
RP11-1023L17.2	1.33449	1.2321	1.30419	1.35625	1.28302	1.2612
RP11-1023P17.2	nan	nan	nan	nan	nan	nan
RP11-1024P17.1	nan	nan	nan	nan	nan	nan
RP11-1026M7.2	nan	nan	nan	nan	nan	nan
RP11-1026M7.3	nan	nan	nan	nan	nan	nan
RP11-1028N23.2	nan	nan	nan	nan	nan	nan
RP11-1028N23.3	nan	nan	nan	nan	nan	nan
RP11-1028N23.4	nan	nan	nan	nan	nan	nan
RP11-1029F8.1	nan	nan	nan	nan	nan	nan
RP11-1029J19.2	nan	nan	nan	nan	nan	nan
RP11-1029J19.4	nan	nan	nan	nan	nan	nan
RP11-1029J19.5	nan	nan	nan	nan	nan	nan
RP11-1029M24.1	nan	nan	nan	nan	nan	nan
RP11-1029M24.4	nan	nan	nan	nan	nan	nan
RP11-102C16.3	nan	nan	nan	nan	nan	nan
RP11-102D18.1	nan	nan	nan	nan	nan	nan
RP11-102F4.2	nan	nan	nan	nan	nan	nan
RP11-102J14.1	nan	nan	nan	nan	nan	nan
RP11-102L12.2	0.919326	0.890362	0.531257	0.400357	0.806314	0.387877
RP11-102M11.1	1.17854	0.906602	0.923926	1.3002	1.03186	0.913271
RP11-102M11.2	0.235724	0.209497	0.161687	0.100089	0.302368	0.0830247
RP11-102N11.1	nan	nan	nan	nan	nan	nan
RP11-102N12.2	nan	nan	nan	nan	nan	nan
RP11-102N12.3	4.10161	4.08519	4.11147	2.95263	3.82999	3.48704
RP11-1030E3.1	nan	nan	nan	nan	nan	nan
RP11-1033A18.1	4.56082	4.54832	4.61991	4.28312	3.50568	3.45813
RP11-1033H12.1	nan	nan	nan	nan	nan	nan
RP11-1033H12.3	nan	nan	nan	nan	nan	nan
RP11-1035H13.2	nan	nan	nan	nan	nan	nan
RP11-1035H13.3	nan	nan	nan	nan	nan	nan
RP11-1036E20.10	nan	nan	nan	nan	nan	nan
RP11-1036E20.7	nan	nan	nan	nan	nan	nan
RP11-1036E20.9	nan	nan	nan	nan	nan	nan
RP11-1036F1.1	nan	nan	nan	nan	nan	nan
RP11-1037D22.1	nan	nan	nan	nan	nan	nan
RP11-1038A11.1	0.306442	0.392807	0.461963	0.375334	0.327565	0.332099
RP11-1038A11.2	nan	nan	nan	nan	nan	nan
RP11-1038A11.3	0.707174	0.811801	0.831533	0.87578	0.75592	0.802572
RP11-103B5.2	nan	nan	nan	nan	nan	nan
RP11-103C16.2	nan	nan	nan	nan	nan	nan
RP11-103C3.1	nan	nan	nan	nan	nan	nan
RP11-103C3.2	nan	nan	nan	nan	nan	nan
RP11-103G8.1	nan	nan	nan	nan	nan	nan
RP11-103G8.2	nan	nan	nan	nan	nan	nan
RP11-103H7.1	nan	nan	nan	nan	nan	nan
RP11-103H7.2	nan	nan	nan	nan	nan	nan
RP11-103H7.3	nan	nan	nan	nan	nan	nan
RP11-103H7.5	0.344628	0.576406	0.424845	0.264709	0.287403	0.280047
RP11-103J17.1	nan	nan	nan	nan	nan	nan
RP11-103J17.2	nan	nan	nan	nan	nan	nan
RP11-103J8.1	nan	nan	nan	nan	nan	nan
RP11-103J8.2	nan	nan	nan	nan	nan	nan
RP11-1041F24.1	nan	nan	nan	nan	nan	nan
RP11-1042B17.1	nan	nan	nan	nan	nan	nan
RP11-1042B17.2	nan	nan	nan	nan	nan	nan
RP11-1042B17.3	nan	nan	nan	nan	nan	nan
RP11-1042B17.4	nan	nan	nan	nan	nan	nan
RP11-1042B17.5	nan	nan	nan	nan	nan	nan
RP11-1046B16.1	nan	nan	nan	nan	nan	nan
RP11-1049A21.2	nan	nan	nan	nan	nan	nan
RP11-1049H7.2	nan	nan	nan	nan	nan	nan
RP11-104C4.2	nan	nan	nan	nan	nan	nan
RP11-104C4.4	nan	nan	nan	nan	nan	nan
RP11-104D21.1	nan	nan	nan	nan	nan	nan
RP11-104D21.2	nan	nan	nan	nan	nan	nan
RP11-104D21.3	nan	nan	nan	nan	nan	nan
RP11-104D3.1	nan	nan	nan	nan	nan	nan
RP11-104D3.2	nan	nan	nan	nan	nan	nan
RP11-104E19.1	nan	nan	nan	nan	nan	nan
RP11-104G3.2	1.10294	0.975821	1.37764	1.58072	1.70464	1.69719
RP11-104G3.5	nan	nan	nan	nan	nan	nan
RP11-104H15.10	2.54679	4.53255	3.77978	3.59303	3.25254	3.76261
RP11-104H15.7	nan	nan	nan	nan	nan	nan
RP11-104H15.8	nan	nan	nan	nan	nan	nan
RP11-104H15.9	nan	nan	nan	nan	nan	nan
RP11-104J23.1	nan	nan	nan	nan	nan	nan
RP11-104J23.2	nan	nan	nan	nan	nan	nan
RP11-104L21.2	nan	nan	nan	nan	nan	nan
RP11-104L21.3	nan	nan	nan	nan	nan	nan
RP11-104N10.1	0.282869	0.157123	0.230981	0.225201	0.277171	0.359774
RP11-104O19.2	nan	nan	nan	nan	nan	nan
RP11-1053O12.1	nan	nan	nan	nan	nan	nan
RP11-1055B8.2	nan	nan	nan	nan	nan	nan
RP11-1055B8.3	nan	nan	nan	nan	nan	nan
RP11-1055B8.4	1.95651	1.75454	1.63997	1.8016	1.13388	1.05165
RP11-1055B8.6	0.769345	0.920799	0.823227	0.55049	0.550292	0.525823
RP11-1055B8.7	27.1878	25.8162	26.2478	20.168	17.5413	17.7673
RP11-1055B8.8	nan	nan	nan	nan	nan	nan
RP11-1057B6.1	nan	nan	nan	nan	nan	nan
RP11-1057B8.1	nan	nan	nan	nan	nan	nan
RP11-1057B8.2	nan	nan	nan	nan	nan	nan
RP11-1057N3.2	nan	nan	nan	nan	nan	nan
RP11-1058G23.1	nan	nan	nan	nan	nan	nan
RP11-1058N17.1	nan	nan	nan	nan	nan	nan
RP11-1059L18.1	nan	nan	nan	nan	nan	nan
RP11-105C19.1	nan	nan	nan	nan	nan	nan
RP11-105C19.2	nan	nan	nan	nan	nan	nan
RP11-105C20.2	nan	nan	nan	nan	nan	nan
RP11-105C20.3	nan	nan	nan	nan	nan	nan
RP11-105N13.4	nan	nan	nan	nan	nan	nan
RP11-105N14.1	0.471449	0.733239	0.461963	0.32529	0.403157	0.664197
RP11-105N14.2	nan	nan	nan	nan	nan	nan
RP11-105N14.3	nan	nan	nan	nan	nan	nan
RP11-1060G2.1	nan	nan	nan	nan	nan	nan
RP11-1060G2.2	nan	nan	nan	nan	nan	nan
RP11-1060J15.3	nan	nan	nan	nan	nan	nan
RP11-1060J15.4	nan	nan	nan	nan	nan	nan
RP11-1060J15.5	nan	nan	nan	nan	nan	nan
RP11-1060J15.7	nan	nan	nan	nan	nan	nan
RP11-1069G10.1	0.377159	0.394411	0.39403	0.400357	0.327565	0.387448
RP11-1069G10.2	0.165007	0.209497	0.346472	0.225201	0.302368	0.138374
RP11-106A1.2	nan	nan	nan	nan	nan	nan
RP11-106A1.3	nan	nan	nan	nan	nan	nan
RP11-106E15.1	nan	nan	nan	nan	nan	nan
RP11-106E7.1	nan	nan	nan	nan	nan	nan
RP11-106J23.1	nan	nan	nan	nan	nan	nan
RP11-106M3.1	nan	nan	nan	nan	nan	nan
RP11-106M3.2	0.427822	0.399928	0.513104	0.357682	0.459147	0.476082
RP11-106M3.3	1.98623	2.214	2.08042	1.93499	2.33354	2.35834
RP11-106M7.1	nan	nan	nan	nan	nan	nan
RP11-106M7.4	nan	nan	nan	nan	nan	nan
RP11-1070A24.1	nan	nan	nan	nan	nan	nan
RP11-1070A24.2	nan	nan	nan	nan	nan	nan
RP11-1070N10.3	nan	nan	nan	nan	nan	nan
RP11-1070N10.4	nan	nan	nan	nan	nan	nan
RP11-1070N10.5	nan	nan	nan	nan	nan	nan
RP11-1070N10.6	nan	nan	nan	nan	nan	nan
RP11-1070N10.7	nan	nan	nan	nan	nan	nan
RP11-1072C15.1	nan	nan	nan	nan	nan	nan
RP11-1072C15.2	nan	nan	nan	nan	nan	nan
RP11-1072C15.3	nan	nan	nan	nan	nan	nan
RP11-1072C15.4	0.245796	0.34378	0.0230984	0.071994	0.277125	0.223085
RP11-1072C15.7	nan	nan	nan	nan	nan	nan
RP11-1072N2.2	nan	nan	nan	nan	nan	nan
RP11-1072N2.3	nan	nan	nan	nan	nan	nan
RP11-1072N2.4	nan	nan	nan	nan	nan	nan
RP11-1074O12.1	nan	nan	nan	nan	nan	nan
RP11-1078H9.1	nan	nan	nan	nan	nan	nan
RP11-1078H9.2	nan	nan	nan	nan	nan	nan
RP11-1078H9.5	nan	nan	nan	nan	nan	nan
RP11-1078H9.6	nan	nan	nan	nan	nan	nan
RP11-1079H9.1	nan	nan	nan	nan	nan	nan
RP11-1079J22.1	nan	nan	nan	nan	nan	nan
RP11-1079K10.1	nan	nan	nan	nan	nan	nan
RP11-1079K10.2	nan	nan	nan	nan	nan	nan
RP11-1079K10.3	nan	nan	nan	nan	nan	nan
RP11-1079K10.4	0.0945233	0.219344	0.498177	0.209561	0.138477	0.150389
RP11-1079K10.5	nan	nan	nan	nan	nan	nan
RP11-107C10.1	nan	nan	nan	nan	nan	nan
RP11-107C16.2	nan	nan	nan	nan	nan	nan
RP11-107D24.2	nan	nan	nan	nan	nan	nan
RP11-107E21.1	nan	nan	nan	nan	nan	nan
RP11-107F6.3	nan	nan	nan	nan	nan	nan
RP11-107F6.4	nan	nan	nan	nan	nan	nan
RP11-107G24.3	nan	nan	nan	nan	nan	nan
RP11-107I14.2	nan	nan	nan	nan	nan	nan
RP11-107I14.4	nan	nan	nan	nan	nan	nan
RP11-107I14.5	nan	nan	nan	nan	nan	nan
RP11-107K17.1	nan	nan	nan	nan	nan	nan
RP11-107K17.2	nan	nan	nan	nan	nan	nan
RP11-107M16.2	nan	nan	nan	nan	nan	nan
RP11-107N15.1	nan	nan	nan	nan	nan	nan
RP11-107N7.1	nan	nan	nan	nan	nan	nan
RP11-107P7.1	nan	nan	nan	nan	nan	nan
RP11-107P7.2	nan	nan	nan	nan	nan	nan
RP11-107P7.4	nan	nan	nan	nan	nan	nan
RP11-107P7.5	nan	nan	nan	nan	nan	nan
RP11-107P7.6	nan	nan	nan	nan	nan	nan
RP11-1080G15.1	nan	nan	nan	nan	nan	nan
RP11-1080G15.2	nan	nan	nan	nan	nan	nan
RP11-1081K18.1	nan	nan	nan	nan	nan	nan
RP11-1081L13.3	nan	nan	nan	nan	nan	nan
RP11-1081L13.4	nan	nan	nan	nan	nan	nan
RP11-1081M5.1	nan	nan	nan	nan	nan	nan
RP11-1081M5.2	nan	nan	nan	nan	nan	nan
RP11-1082A3.1	nan	nan	nan	nan	nan	nan
RP11-1082L8.1	nan	nan	nan	nan	nan	nan
RP11-1082L8.2	nan	nan	nan	nan	nan	nan
RP11-1082L8.3	nan	nan	nan	nan	nan	nan
RP11-1082L8.4	nan	nan	nan	nan	nan	nan
RP11-1084A12.1	nan	nan	nan	nan	nan	nan
RP11-1084A12.2	nan	nan	nan	nan	nan	nan
RP11-1084E5.1	nan	nan	nan	nan	nan	nan
RP11-1084I9.1	nan	nan	nan	nan	nan	nan
RP11-1084I9.2	nan	nan	nan	nan	nan	nan
RP11-1084J3.1	nan	nan	nan	nan	nan	nan
RP11-1084J3.3	nan	nan	nan	nan	nan	nan
RP11-1084J3.4	0.237005	0.901526	0.822486	0.293261	0.196821	0.12771
RP11-1085N6.1	nan	nan	nan	nan	nan	nan
RP11-1085N6.2	nan	nan	nan	nan	nan	nan
RP11-1085N6.3	nan	nan	nan	nan	nan	nan
RP11-1085N6.4	nan	nan	nan	nan	nan	nan
RP11-1085N6.5	nan	nan	nan	nan	nan	nan
RP11-1085N6.6	nan	nan	nan	nan	nan	nan
RP11-108B14.1	nan	nan	nan	nan	nan	nan
RP11-108B14.4	nan	nan	nan	nan	nan	nan
RP11-108B14.5	nan	nan	nan	nan	nan	nan
RP11-108E14.1	nan	nan	nan	nan	nan	nan
RP11-108F13.2	nan	nan	nan	nan	nan	nan
RP11-108K14.4	1.48506	1.67598	1.33969	1.50134	1.53704	1.24537
RP11-108K14.8	nan	nan	nan	nan	nan	nan
RP11-108K3.1	nan	nan	nan	nan	nan	nan
RP11-108K3.2	0.353587	0.445181	0.485061	0.350312	0.428354	0.525823
RP11-108K3.3	nan	nan	nan	nan	nan	nan
RP11-108K3.4	nan	nan	nan	nan	nan	nan
RP11-108K3.5	nan	nan	nan	nan	nan	nan
RP11-108L7.14	nan	nan	nan	nan	nan	nan
RP11-108L7.15	1.74436	1.20461	1.70926	1.20107	1.53704	1.79887
RP11-108L7.4	nan	nan	nan	nan	nan	nan
RP11-108M11.3	nan	nan	nan	nan	nan	nan
RP11-108M12.2	nan	nan	nan	nan	nan	nan
RP11-108M12.3	nan	nan	nan	nan	nan	nan
RP11-108M9.1	nan	nan	nan	nan	nan	nan
RP11-108M9.2	nan	nan	nan	nan	nan	nan
RP11-108M9.4	nan	nan	nan	nan	nan	nan
RP11-108M9.5	nan	nan	nan	nan	nan	nan
RP11-108M9.6	nan	nan	nan	nan	nan	nan
RP11-108N13.1	nan	nan	nan	nan	nan	nan
RP11-108O10.2	nan	nan	nan	nan	nan	nan
RP11-108P20.1	0.377159	0.276693	0.438865	0.225201	0.0251973	0.138374
RP11-108P20.2	nan	nan	nan	nan	nan	nan
RP11-108P20.3	nan	nan	nan	nan	nan	nan
RP11-108P20.4	nan	nan	nan	nan	nan	nan
RP11-1090M7.1	nan	nan	nan	nan	nan	nan
RP11-1094H24.3	nan	nan	nan	nan	nan	nan
RP11-1094H24.4	nan	nan	nan	nan	nan	nan
RP11-1094M14.1	nan	nan	nan	nan	nan	nan
RP11-1094M14.10	nan	nan	nan	nan	nan	nan
RP11-1094M14.11	3.06442	3.29958	3.09515	3.55316	3.09927	3.12726
RP11-1094M14.12	nan	nan	nan	nan	nan	nan
RP11-1094M14.14	nan	nan	nan	nan	nan	nan
RP11-1094M14.4	nan	nan	nan	nan	nan	nan
RP11-1094M14.5	nan	nan	nan	nan	nan	nan
RP11-1094M14.7	0.424304	0.535195	0.438865	0.300267	0.352762	0.442798
RP11-1094M14.8	nan	nan	nan	nan	nan	nan
RP11-1094M14.9	nan	nan	nan	nan	nan	nan
RP11-1096D5.1	nan	nan	nan	nan	nan	nan
RP11-1096D5.2	nan	nan	nan	nan	nan	nan
RP11-1096G20.5	nan	nan	nan	nan	nan	nan
RP11-1099M24.7	nan	nan	nan	nan	nan	nan
RP11-1099M24.8	nan	nan	nan	nan	nan	nan
RP11-109A6.2	nan	nan	nan	nan	nan	nan
