Gene	C42B_siZFX_rep1	C42B_siZFX_rep2	C42B_siZFX_rep3	C42B_siCtrl_rep1	C42B_siCtrl_rep2	C42B_siCtrl_rep3
5S_rRNA	nan	nan	nan	nan	nan	nan
7SK	nan	nan	nan	nan	nan	nan
RNU6-727P	nan	nan	nan	nan	nan	nan
RNU6-728P	nan	nan	nan	nan	nan	nan
RNU6-729P	nan	nan	nan	nan	nan	nan
RNU6-72P	nan	nan	nan	nan	nan	nan
RNU6-730P	nan	nan	nan	nan	nan	nan
RNU6-731P	nan	nan	nan	nan	nan	nan
RNU6-732P	nan	nan	nan	nan	nan	nan
RNU6-733P	nan	nan	nan	nan	nan	nan
RNU6-734P	nan	nan	nan	nan	nan	nan
RNU6-735P	nan	nan	nan	nan	nan	nan
RNU6-736P	nan	nan	nan	nan	nan	nan
RNU6-737P	nan	nan	nan	nan	nan	nan
RNU6-738P	nan	nan	nan	nan	nan	nan
RNU6-739P	nan	nan	nan	nan	nan	nan
RNU6-73P	nan	nan	nan	nan	nan	nan
RNU6-740P	nan	nan	nan	nan	nan	nan
RNU6-741P	nan	nan	nan	nan	nan	nan
RNU6-742P	nan	nan	nan	nan	nan	nan
RNU6-743P	nan	nan	nan	nan	nan	nan
RNU6-744P	nan	nan	nan	nan	nan	nan
RNU6-745P	nan	nan	nan	nan	nan	nan
RNU6-746P	nan	nan	nan	nan	nan	nan
RNU6-747P	nan	nan	nan	nan	nan	nan
RNU6-748P	nan	nan	nan	nan	nan	nan
RNU6-749P	nan	nan	nan	nan	nan	nan
RNU6-74P	nan	nan	nan	nan	nan	nan
RNU6-750P	nan	nan	nan	nan	nan	nan
RNU6-751P	nan	nan	nan	nan	nan	nan
RNU6-752P	nan	nan	nan	nan	nan	nan
RNU6-753P	nan	nan	nan	nan	nan	nan
RNU6-754P	nan	nan	nan	nan	nan	nan
RNU6-755P	nan	nan	nan	nan	nan	nan
RNU6-756P	nan	nan	nan	nan	nan	nan
RNU6-757P	nan	nan	nan	nan	nan	nan
RNU6-758P	nan	nan	nan	nan	nan	nan
RNU6-759P	nan	nan	nan	nan	nan	nan
RNU6-75P	nan	nan	nan	nan	nan	nan
RNU6-760P	nan	nan	nan	nan	nan	nan
RNU6-761P	nan	nan	nan	nan	nan	nan
RNU6-762P	nan	nan	nan	nan	nan	nan
RNU6-763P	nan	nan	nan	nan	nan	nan
RNU6-764P	nan	nan	nan	nan	nan	nan
RNU6-765P	nan	nan	nan	nan	nan	nan
RNU6-766P	nan	nan	nan	nan	nan	nan
RNU6-767P	nan	nan	nan	nan	nan	nan
RNU6-768P	nan	nan	nan	nan	nan	nan
RNU6-769P	nan	nan	nan	nan	nan	nan
RNU6-76P	nan	nan	nan	nan	nan	nan
RNU6-770P	nan	nan	nan	nan	nan	nan
RNU6-771P	nan	nan	nan	nan	nan	nan
RNU6-772P	nan	nan	nan	nan	nan	nan
RNU6-773P	nan	nan	nan	nan	nan	nan
RNU6-774P	nan	nan	nan	nan	nan	nan
RNU6-775P	nan	nan	nan	nan	nan	nan
RNU6-776P	nan	nan	nan	nan	nan	nan
RNU6-777P	nan	nan	nan	nan	nan	nan
RNU6-778P	nan	nan	nan	nan	nan	nan
RNU6-779P	nan	nan	nan	nan	nan	nan
RNU6-77P	nan	nan	nan	nan	nan	nan
RNU6-780P	nan	nan	nan	nan	nan	nan
RNU6-781P	nan	nan	nan	nan	nan	nan
RNU6-782P	nan	nan	nan	nan	nan	nan
RNU6-783P	nan	nan	nan	nan	nan	nan
RNU6-784P	nan	nan	nan	nan	nan	nan
RNU6-785P	nan	nan	nan	nan	nan	nan
RNU6-786P	nan	nan	nan	nan	nan	nan
RNU6-787P	nan	nan	nan	nan	nan	nan
RNU6-788P	nan	nan	nan	nan	nan	nan
RNU6-789P	nan	nan	nan	nan	nan	nan
RNU6-78P	nan	nan	nan	nan	nan	nan
RNU6-790P	nan	nan	nan	nan	nan	nan
RNU6-791P	nan	nan	nan	nan	nan	nan
RNU6-792P	nan	nan	nan	nan	nan	nan
RNU6-793P	nan	nan	nan	nan	nan	nan
RNU6-794P	nan	nan	nan	nan	nan	nan
RNU6-795P	nan	nan	nan	nan	nan	nan
RNU6-796P	nan	nan	nan	nan	nan	nan
RNU6-797P	nan	nan	nan	nan	nan	nan
RNU6-798P	nan	nan	nan	nan	nan	nan
RNU6-799P	nan	nan	nan	nan	nan	nan
RNU6-79P	nan	nan	nan	nan	nan	nan
RNU6-8	nan	nan	nan	nan	nan	nan
RNU6-800P	nan	nan	nan	nan	nan	nan
RNU6-801P	nan	nan	nan	nan	nan	nan
RNU6-802P	nan	nan	nan	nan	nan	nan
RNU6-803P	nan	nan	nan	nan	nan	nan
RNU6-804P	nan	nan	nan	nan	nan	nan
RNU6-805P	nan	nan	nan	nan	nan	nan
RNU6-806P	nan	nan	nan	nan	nan	nan
RNU6-807P	nan	nan	nan	nan	nan	nan
RNU6-808P	nan	nan	nan	nan	nan	nan
RNU6-809P	nan	nan	nan	nan	nan	nan
RNU6-80P	nan	nan	nan	nan	nan	nan
RNU6-810P	nan	nan	nan	nan	nan	nan
RNU6-811P	nan	nan	nan	nan	nan	nan
RNU6-812P	nan	nan	nan	nan	nan	nan
RNU6-813P	nan	nan	nan	nan	nan	nan
RNU6-814P	nan	nan	nan	nan	nan	nan
RNU6-815P	nan	nan	nan	nan	nan	nan
RNU6-816P	nan	nan	nan	nan	nan	nan
RNU6-817P	nan	nan	nan	nan	nan	nan
RNU6-818P	nan	nan	nan	nan	nan	nan
RNU6-819P	nan	nan	nan	nan	nan	nan
RNU6-81P	nan	nan	nan	nan	nan	nan
RNU6-820P	nan	nan	nan	nan	nan	nan
RNU6-821P	nan	nan	nan	nan	nan	nan
RNU6-822P	nan	nan	nan	nan	nan	nan
RNU6-823P	nan	nan	nan	nan	nan	nan
RNU6-824P	nan	nan	nan	nan	nan	nan
RNU6-826P	nan	nan	nan	nan	nan	nan
RNU6-827P	nan	nan	nan	nan	nan	nan
RNU6-828P	nan	nan	nan	nan	nan	nan
RNU6-829P	nan	nan	nan	nan	nan	nan
RNU6-82P	nan	nan	nan	nan	nan	nan
RNU6-830P	nan	nan	nan	nan	nan	nan
RNU6-831P	nan	nan	nan	nan	nan	nan
RNU6-832P	nan	nan	nan	nan	nan	nan
RNU6-833P	nan	nan	nan	nan	nan	nan
RNU6-834P	nan	nan	nan	nan	nan	nan
RNU6-835P	nan	nan	nan	nan	nan	nan
RNU6-836P	nan	nan	nan	nan	nan	nan
RNU6-837P	nan	nan	nan	nan	nan	nan
RNU6-838P	nan	nan	nan	nan	nan	nan
RNU6-839P	nan	nan	nan	nan	nan	nan
RNU6-83P	nan	nan	nan	nan	nan	nan
RNU6-840P	nan	nan	nan	nan	nan	nan
RNU6-841P	nan	nan	nan	nan	nan	nan
RNU6-842P	nan	nan	nan	nan	nan	nan
RNU6-843P	nan	nan	nan	nan	nan	nan
RNU6-844P	nan	nan	nan	nan	nan	nan
RNU6-845P	nan	nan	nan	nan	nan	nan
RNU6-846P	nan	nan	nan	nan	nan	nan
RNU6-847P	nan	nan	nan	nan	nan	nan
RNU6-848P	nan	nan	nan	nan	nan	nan
RNU6-849P	nan	nan	nan	nan	nan	nan
RNU6-850P	nan	nan	nan	nan	nan	nan
RNU6-851P	nan	nan	nan	nan	nan	nan
RNU6-852P	nan	nan	nan	nan	nan	nan
RNU6-853P	nan	nan	nan	nan	nan	nan
RNU6-854P	nan	nan	nan	nan	nan	nan
RNU6-855P	nan	nan	nan	nan	nan	nan
RNU6-856P	nan	nan	nan	nan	nan	nan
RNU6-857P	nan	nan	nan	nan	nan	nan
RNU6-858P	nan	nan	nan	nan	nan	nan
RNU6-859P	nan	nan	nan	nan	nan	nan
RNU6-860P	nan	nan	nan	nan	nan	nan
RNU6-861P	nan	nan	nan	nan	nan	nan
RNU6-862P	nan	nan	nan	nan	nan	nan
RNU6-863P	nan	nan	nan	nan	nan	nan
RNU6-864P	nan	nan	nan	nan	nan	nan
RNU6-865P	nan	nan	nan	nan	nan	nan
RNU6-866P	nan	nan	nan	nan	nan	nan
RNU6-867P	nan	nan	nan	nan	nan	nan
RNU6-868P	nan	nan	nan	nan	nan	nan
RNU6-869P	nan	nan	nan	nan	nan	nan
RNU6-870P	nan	nan	nan	nan	nan	nan
RNU6-871P	nan	nan	nan	nan	nan	nan
RNU6-872P	nan	nan	nan	nan	nan	nan
RNU6-873P	nan	nan	nan	nan	nan	nan
RNU6-874P	nan	nan	nan	nan	nan	nan
RNU6-875P	nan	nan	nan	nan	nan	nan
RNU6-876P	nan	nan	nan	nan	nan	nan
RNU6-877P	nan	nan	nan	nan	nan	nan
RNU6-878P	nan	nan	nan	nan	nan	nan
RNU6-879P	nan	nan	nan	nan	nan	nan
RNU6-880P	nan	nan	nan	nan	nan	nan
RNU6-881P	nan	nan	nan	nan	nan	nan
RNU6-882P	nan	nan	nan	nan	nan	nan
RNU6-883P	nan	nan	nan	nan	nan	nan
RNU6-884P	nan	nan	nan	nan	nan	nan
RNU6-885P	nan	nan	nan	nan	nan	nan
RNU6-886P	nan	nan	nan	nan	nan	nan
RNU6-887P	nan	nan	nan	nan	nan	nan
RNU6-888P	nan	nan	nan	nan	nan	nan
RNU6-889P	nan	nan	nan	nan	nan	nan
RNU6-890P	nan	nan	nan	nan	nan	nan
RNU6-891P	nan	nan	nan	nan	nan	nan
RNU6-892P	nan	nan	nan	nan	nan	nan
RNU6-893P	nan	nan	nan	nan	nan	nan
RNU6-894P	nan	nan	nan	nan	nan	nan
RNU6-895P	nan	nan	nan	nan	nan	nan
RNU6-896P	nan	nan	nan	nan	nan	nan
RNU6-897P	nan	nan	nan	nan	nan	nan
RNU6-898P	nan	nan	nan	nan	nan	nan
RNU6-899P	nan	nan	nan	nan	nan	nan
RNU6-9	nan	nan	nan	nan	nan	nan
RNU6-900P	nan	nan	nan	nan	nan	nan
RNU6-901P	nan	nan	nan	nan	nan	nan
RNU6-902P	nan	nan	nan	nan	nan	nan
RNU6-903P	nan	nan	nan	nan	nan	nan
RNU6-904P	nan	nan	nan	nan	nan	nan
RNU6-905P	nan	nan	nan	nan	nan	nan
RNU6-906P	nan	nan	nan	nan	nan	nan
RNU6-907P	nan	nan	nan	nan	nan	nan
RNU6-908P	nan	nan	nan	nan	nan	nan
RNU6-909P	nan	nan	nan	nan	nan	nan
RNU6-910P	nan	nan	nan	nan	nan	nan
RNU6-911P	nan	nan	nan	nan	nan	nan
RNU6-912P	nan	nan	nan	nan	nan	nan
RNU6-913P	nan	nan	nan	nan	nan	nan
RNU6-914P	nan	nan	nan	nan	nan	nan
RNU6-915P	nan	nan	nan	nan	nan	nan
RNU6-916P	nan	nan	nan	nan	nan	nan
RNU6-917P	nan	nan	nan	nan	nan	nan
RNU6-918P	nan	nan	nan	nan	nan	nan
RNU6-919P	nan	nan	nan	nan	nan	nan
RNU6-920P	nan	nan	nan	nan	nan	nan
RNU6-921P	nan	nan	nan	nan	nan	nan
RNU6-922P	nan	nan	nan	nan	nan	nan
RNU6-923P	nan	nan	nan	nan	nan	nan
RNU6-924P	nan	nan	nan	nan	nan	nan
RNU6-925P	nan	nan	nan	nan	nan	nan
RNU6-926P	nan	nan	nan	nan	nan	nan
RNU6-927P	nan	nan	nan	nan	nan	nan
RNU6-928P	nan	nan	nan	nan	nan	nan
RNU6-929P	nan	nan	nan	nan	nan	nan
RNU6-930P	nan	nan	nan	nan	nan	nan
RNU6-931P	nan	nan	nan	nan	nan	nan
RNU6-932P	nan	nan	nan	nan	nan	nan
RNU6-933P	nan	nan	nan	nan	nan	nan
RNU6-934P	nan	nan	nan	nan	nan	nan
RNU6-935P	nan	nan	nan	nan	nan	nan
RNU6-936P	nan	nan	nan	nan	nan	nan
RNU6-937P	nan	nan	nan	nan	nan	nan
RNU6-938P	nan	nan	nan	nan	nan	nan
RNU6-939P	nan	nan	nan	nan	nan	nan
RNU6-940P	nan	nan	nan	nan	nan	nan
RNU6-941P	nan	nan	nan	nan	nan	nan
RNU6-942P	nan	nan	nan	nan	nan	nan
RNU6-943P	nan	nan	nan	nan	nan	nan
RNU6-944P	nan	nan	nan	nan	nan	nan
RNU6-945P	nan	nan	nan	nan	nan	nan
RNU6-946P	nan	nan	nan	nan	nan	nan
RNU6-947P	nan	nan	nan	nan	nan	nan
RNU6-948P	nan	nan	nan	nan	nan	nan
RNU6-949P	nan	nan	nan	nan	nan	nan
RNU6-950P	nan	nan	nan	nan	nan	nan
RNU6-951P	nan	nan	nan	nan	nan	nan
RNU6-952P	nan	nan	nan	nan	nan	nan
RNU6-953P	nan	nan	nan	nan	nan	nan
RNU6-954P	nan	nan	nan	nan	nan	nan
RNU6-955P	nan	nan	nan	nan	nan	nan
RNU6-956P	nan	nan	nan	nan	nan	nan
RNU6-957P	nan	nan	nan	nan	nan	nan
RNU6-958P	nan	nan	nan	nan	nan	nan
RNU6-959P	nan	nan	nan	nan	nan	nan
RNU6-95P	nan	nan	nan	nan	nan	nan
RNU6-960P	nan	nan	nan	nan	nan	nan
RNU6-961P	nan	nan	nan	nan	nan	nan
RNU6-962P	nan	nan	nan	nan	nan	nan
RNU6-963P	nan	nan	nan	nan	nan	nan
RNU6-964P	nan	nan	nan	nan	nan	nan
RNU6-965P	nan	nan	nan	nan	nan	nan
RNU6-966P	nan	nan	nan	nan	nan	nan
RNU6-967P	nan	nan	nan	nan	nan	nan
RNU6-968P	nan	nan	nan	nan	nan	nan
RNU6-969P	nan	nan	nan	nan	nan	nan
RNU6-96P	nan	nan	nan	nan	nan	nan
RNU6-970P	nan	nan	nan	nan	nan	nan
RNU6-971P	nan	nan	nan	nan	nan	nan
RNU6-972P	nan	nan	nan	nan	nan	nan
RNU6-973P	nan	nan	nan	nan	nan	nan
RNU6-974P	nan	nan	nan	nan	nan	nan
RNU6-975P	nan	nan	nan	nan	nan	nan
RNU6-976P	nan	nan	nan	nan	nan	nan
RNU6-977P	nan	nan	nan	nan	nan	nan
RNU6-978P	nan	nan	nan	nan	nan	nan
RNU6-979P	nan	nan	nan	nan	nan	nan
RNU6-97P	nan	nan	nan	nan	nan	nan
RNU6-980P	nan	nan	nan	nan	nan	nan
RNU6-981P	nan	nan	nan	nan	nan	nan
RNU6-982P	nan	nan	nan	nan	nan	nan
RNU6-983P	nan	nan	nan	nan	nan	nan
RNU6-984P	nan	nan	nan	nan	nan	nan
RNU6-985P	nan	nan	nan	nan	nan	nan
RNU6-986P	nan	nan	nan	nan	nan	nan
RNU6-987P	nan	nan	nan	nan	nan	nan
RNU6-989P	nan	nan	nan	nan	nan	nan
RNU6-98P	nan	nan	nan	nan	nan	nan
RNU6-990P	nan	nan	nan	nan	nan	nan
RNU6-991P	nan	nan	nan	nan	nan	nan
RNU6-992P	nan	nan	nan	nan	nan	nan
RNU6-993P	nan	nan	nan	nan	nan	nan
RNU6-994P	nan	nan	nan	nan	nan	nan
RNU6-995P	nan	nan	nan	nan	nan	nan
RNU6-996P	nan	nan	nan	nan	nan	nan
RNU6-997P	nan	nan	nan	nan	nan	nan
RNU6-998P	nan	nan	nan	nan	nan	nan
RNU6-999P	nan	nan	nan	nan	nan	nan
RNU6-99P	nan	nan	nan	nan	nan	nan
RNU6ATAC	0.249759	0.171314	0.261102	0.0674209	0.219473	0.14924
RNU6ATAC10P	nan	nan	nan	nan	nan	nan
RNU6ATAC11P	nan	nan	nan	nan	nan	nan
RNU6ATAC12P	nan	nan	nan	nan	nan	nan
RNU6ATAC13P	nan	nan	nan	nan	nan	nan
RNU6ATAC14P	nan	nan	nan	nan	nan	nan
RNU6ATAC15P	nan	nan	nan	nan	nan	nan
RNU6ATAC16P	nan	nan	nan	nan	nan	nan
RNU6ATAC17P	nan	nan	nan	nan	nan	nan
RNU6ATAC18P	nan	nan	nan	nan	nan	nan
RNU6ATAC19P	nan	nan	nan	nan	nan	nan
RNU6ATAC20P	nan	nan	nan	nan	nan	nan
RNU6ATAC21P	nan	nan	nan	nan	nan	nan
RNU6ATAC22P	nan	nan	nan	nan	nan	nan
RNU6ATAC23P	nan	nan	nan	nan	nan	nan
RNU6ATAC24P	nan	nan	nan	nan	nan	nan
RNU6ATAC25P	nan	nan	nan	nan	nan	nan
RNU6ATAC26P	nan	nan	nan	nan	nan	nan
RNU6ATAC27P	nan	nan	nan	nan	nan	nan
RNU6ATAC28P	nan	nan	nan	nan	nan	nan
RNU6ATAC29P	nan	nan	nan	nan	nan	nan
RNU6ATAC2P	nan	nan	nan	nan	nan	nan
RNU6ATAC30P	nan	nan	nan	nan	nan	nan
RNU6ATAC31P	nan	nan	nan	nan	nan	nan
RNU6ATAC32P	nan	nan	nan	nan	nan	nan
RNU6ATAC33P	nan	nan	nan	nan	nan	nan
RNU6ATAC34P	nan	nan	nan	nan	nan	nan
RNU6ATAC35P	0.499517	0.342627	0.473248	0.438236	0.38119	0.335789
RNU6ATAC36P	nan	nan	nan	nan	nan	nan
RNU6ATAC37P	nan	nan	nan	nan	nan	nan
RNU6ATAC38P	nan	nan	nan	nan	nan	nan
RNU6ATAC39P	nan	nan	nan	nan	nan	nan
RNU6ATAC3P	nan	nan	nan	nan	nan	nan
RNU6ATAC40P	nan	nan	nan	nan	nan	nan
RNU6ATAC41P	nan	nan	nan	nan	nan	nan
RNU6ATAC42P	nan	nan	nan	nan	nan	nan
RNU6ATAC4P	nan	nan	nan	nan	nan	nan
RNU6ATAC5P	nan	nan	nan	nan	nan	nan
RNU6ATAC6P	nan	nan	nan	nan	nan	nan
RNU6ATAC7P	nan	nan	nan	nan	nan	nan
RNU6ATAC8P	nan	nan	nan	nan	nan	nan
RNU6ATAC9P	nan	nan	nan	nan	nan	nan
RNU6V	nan	nan	nan	nan	nan	nan
RNU7-1	nan	nan	nan	nan	nan	nan
RNU7-101P	nan	nan	nan	nan	nan	nan
RNU7-102P	nan	nan	nan	nan	nan	nan
RNU7-103P	nan	nan	nan	nan	nan	nan
RNU7-104P	nan	nan	nan	nan	nan	nan
RNU7-105P	nan	nan	nan	nan	nan	nan
RNU7-106P	nan	nan	nan	nan	nan	nan
RNU7-107P	nan	nan	nan	nan	nan	nan
RNU7-108P	nan	nan	nan	nan	nan	nan
RNU7-109P	nan	nan	nan	nan	nan	nan
RNU7-110P	nan	nan	nan	nan	nan	nan
RNU7-111P	nan	nan	nan	nan	nan	nan
RNU7-113P	nan	nan	nan	nan	nan	nan
RNU7-114P	nan	nan	nan	nan	nan	nan
RNU7-115P	nan	nan	nan	nan	nan	nan
RNU7-116P	nan	nan	nan	nan	nan	nan
RNU7-117P	nan	nan	nan	nan	nan	nan
RNU7-119P	nan	nan	nan	nan	nan	nan
RNU7-11P	nan	nan	nan	nan	nan	nan
RNU7-120P	nan	nan	nan	nan	nan	nan
RNU7-121P	nan	nan	nan	nan	nan	nan
RNU7-122P	nan	nan	nan	nan	nan	nan
RNU7-123P	nan	nan	nan	nan	nan	nan
RNU7-124P	nan	nan	nan	nan	nan	nan
RNU7-125P	nan	nan	nan	nan	nan	nan
RNU7-126P	nan	nan	nan	nan	nan	nan
RNU7-127P	nan	nan	nan	nan	nan	nan
RNU7-128P	nan	nan	nan	nan	nan	nan
RNU7-129P	nan	nan	nan	nan	nan	nan
RNU7-12P	nan	nan	nan	nan	nan	nan
RNU7-130P	nan	nan	nan	nan	nan	nan
RNU7-131P	nan	nan	nan	nan	nan	nan
RNU7-133P	nan	nan	nan	nan	nan	nan
RNU7-134P	nan	nan	nan	nan	nan	nan
RNU7-135P	nan	nan	nan	nan	nan	nan
RNU7-136P	nan	nan	nan	nan	nan	nan
RNU7-137P	nan	nan	nan	nan	nan	nan
RNU7-138P	nan	nan	nan	nan	nan	nan
RNU7-13P	nan	nan	nan	nan	nan	nan
RNU7-140P	nan	nan	nan	nan	nan	nan
RNU7-141P	nan	nan	nan	nan	nan	nan
RNU7-143P	nan	nan	nan	nan	nan	nan
RNU7-144P	nan	nan	nan	nan	nan	nan
RNU7-145P	nan	nan	nan	nan	nan	nan
RNU7-146P	nan	nan	nan	nan	nan	nan
RNU7-147P	nan	nan	nan	nan	nan	nan
RNU7-148P	nan	nan	nan	nan	nan	nan
RNU7-149P	nan	nan	nan	nan	nan	nan
RNU7-14P	nan	nan	nan	nan	nan	nan
RNU7-150P	nan	nan	nan	nan	nan	nan
RNU7-151P	nan	nan	nan	nan	nan	nan
RNU7-152P	nan	nan	nan	nan	nan	nan
RNU7-153P	nan	nan	nan	nan	nan	nan
RNU7-154P	nan	nan	nan	nan	nan	nan
RNU7-155P	nan	nan	nan	nan	nan	nan
RNU7-156P	nan	nan	nan	nan	nan	nan
RNU7-157P	nan	nan	nan	nan	nan	nan
RNU7-158P	nan	nan	nan	nan	nan	nan
RNU7-159P	nan	nan	nan	nan	nan	nan
RNU7-160P	nan	nan	nan	nan	nan	nan
RNU7-161P	nan	nan	nan	nan	nan	nan
RNU7-162P	nan	nan	nan	nan	nan	nan
RNU7-163P	nan	nan	nan	nan	nan	nan
RNU7-164P	nan	nan	nan	nan	nan	nan
RNU7-165P	nan	nan	nan	nan	nan	nan
RNU7-166P	nan	nan	nan	nan	nan	nan
RNU7-167P	nan	nan	nan	nan	nan	nan
RNU7-168P	nan	nan	nan	nan	nan	nan
RNU7-169P	nan	nan	nan	nan	nan	nan
RNU7-16P	nan	nan	nan	nan	nan	nan
RNU7-170P	nan	nan	nan	nan	nan	nan
RNU7-171P	nan	nan	nan	nan	nan	nan
RNU7-172P	nan	nan	nan	nan	nan	nan
RNU7-173P	nan	nan	nan	nan	nan	nan
RNU7-174P	nan	nan	nan	nan	nan	nan
RNU7-175P	nan	nan	nan	nan	nan	nan
RNU7-176P	nan	nan	nan	nan	nan	nan
RNU7-177P	nan	nan	nan	nan	nan	nan
RNU7-179P	nan	nan	nan	nan	nan	nan
RNU7-180P	nan	nan	nan	nan	nan	nan
RNU7-181P	nan	nan	nan	nan	nan	nan
RNU7-182P	nan	nan	nan	nan	nan	nan
RNU7-183P	nan	nan	nan	nan	nan	nan
RNU7-184P	nan	nan	nan	nan	nan	nan
RNU7-185P	nan	nan	nan	nan	nan	nan
RNU7-186P	nan	nan	nan	nan	nan	nan
RNU7-187P	nan	nan	nan	nan	nan	nan
RNU7-188P	nan	nan	nan	nan	nan	nan
RNU7-189P	nan	nan	nan	nan	nan	nan
RNU7-18P	nan	nan	nan	nan	nan	nan
RNU7-190P	nan	nan	nan	nan	nan	nan
RNU7-191P	nan	nan	nan	nan	nan	nan
RNU7-192P	nan	nan	nan	nan	nan	nan
RNU7-193P	nan	nan	nan	nan	nan	nan
RNU7-194P	nan	nan	nan	nan	nan	nan
RNU7-195P	nan	nan	nan	nan	nan	nan
RNU7-196P	nan	nan	nan	nan	nan	nan
RNU7-197P	nan	nan	nan	nan	nan	nan
RNU7-198P	nan	nan	nan	nan	nan	nan
RNU7-199P	nan	nan	nan	nan	nan	nan
RNU7-19P	nan	nan	nan	nan	nan	nan
RNU7-200P	nan	nan	nan	nan	nan	nan
RNU7-20P	nan	nan	nan	nan	nan	nan
RNU7-21P	nan	nan	nan	nan	nan	nan
RNU7-22P	nan	nan	nan	nan	nan	nan
RNU7-23P	nan	nan	nan	nan	nan	nan
RNU7-24P	nan	nan	nan	nan	nan	nan
RNU7-25P	nan	nan	nan	nan	nan	nan
RNU7-26P	nan	nan	nan	nan	nan	nan
RNU7-27P	nan	nan	nan	nan	nan	nan
RNU7-28P	nan	nan	nan	nan	nan	nan
RNU7-29P	nan	nan	nan	nan	nan	nan
RNU7-2P	nan	nan	nan	nan	nan	nan
RNU7-30P	nan	nan	nan	nan	nan	nan
RNU7-31P	nan	nan	nan	nan	nan	nan
RNU7-34P	nan	nan	nan	nan	nan	nan
RNU7-35P	nan	nan	nan	nan	nan	nan
RNU7-36P	nan	nan	nan	nan	nan	nan
RNU7-37P	nan	nan	nan	nan	nan	nan
RNU7-38P	nan	nan	nan	nan	nan	nan
RNU7-3P	nan	nan	nan	nan	nan	nan
RNU7-40P	nan	nan	nan	nan	nan	nan
RNU7-41P	nan	nan	nan	nan	nan	nan
RNU7-43P	nan	nan	nan	nan	nan	nan
RNU7-45P	nan	nan	nan	nan	nan	nan
RNU7-46P	nan	nan	nan	nan	nan	nan
RNU7-47P	nan	nan	nan	nan	nan	nan
RNU7-48P	nan	nan	nan	nan	nan	nan
RNU7-49P	nan	nan	nan	nan	nan	nan
RNU7-4P	nan	nan	nan	nan	nan	nan
RNU7-50P	nan	nan	nan	nan	nan	nan
RNU7-51P	nan	nan	nan	nan	nan	nan
RNU7-52P	nan	nan	nan	nan	nan	nan
RNU7-53P	nan	nan	nan	nan	nan	nan
RNU7-54P	nan	nan	nan	nan	nan	nan
RNU7-55P	nan	nan	nan	nan	nan	nan
RNU7-56P	nan	nan	nan	nan	nan	nan
RNU7-57P	nan	nan	nan	nan	nan	nan
RNU7-58P	nan	nan	nan	nan	nan	nan
RNU7-59P	nan	nan	nan	nan	nan	nan
RNU7-5P	nan	nan	nan	nan	nan	nan
RNU7-60P	nan	nan	nan	nan	nan	nan
RNU7-61P	nan	nan	nan	nan	nan	nan
RNU7-62P	nan	nan	nan	nan	nan	nan
RNU7-63P	nan	nan	nan	nan	nan	nan
RNU7-64P	nan	nan	nan	nan	nan	nan
RNU7-65P	nan	nan	nan	nan	nan	nan
RNU7-66P	nan	nan	nan	nan	nan	nan
RNU7-67P	nan	nan	nan	nan	nan	nan
RNU7-69P	nan	nan	nan	nan	nan	nan
RNU7-6P	nan	nan	nan	nan	nan	nan
RNU7-70P	nan	nan	nan	nan	nan	nan
RNU7-71P	nan	nan	nan	nan	nan	nan
RNU7-72P	nan	nan	nan	nan	nan	nan
RNU7-73P	nan	nan	nan	nan	nan	nan
RNU7-74P	nan	nan	nan	nan	nan	nan
RNU7-75P	nan	nan	nan	nan	nan	nan
RNU7-76P	nan	nan	nan	nan	nan	nan
RNU7-77P	nan	nan	nan	nan	nan	nan
RNU7-79P	nan	nan	nan	nan	nan	nan
RNU7-7P	nan	nan	nan	nan	nan	nan
RNU7-80P	nan	nan	nan	nan	nan	nan
RNU7-81P	nan	nan	nan	nan	nan	nan
RNU7-84P	nan	nan	nan	nan	nan	nan
RNU7-85P	nan	nan	nan	nan	nan	nan
RNU7-87P	nan	nan	nan	nan	nan	nan
RNU7-88P	nan	nan	nan	nan	nan	nan
RNU7-8P	nan	nan	nan	nan	nan	nan
RNU7-90P	nan	nan	nan	nan	nan	nan
RNU7-91P	nan	nan	nan	nan	nan	nan
RNU7-92P	nan	nan	nan	nan	nan	nan
RNU7-93P	nan	nan	nan	nan	nan	nan
RNU7-94P	nan	nan	nan	nan	nan	nan
RNU7-95P	nan	nan	nan	nan	nan	nan
RNU7-96P	nan	nan	nan	nan	nan	nan
RNU7-97P	nan	nan	nan	nan	nan	nan
RNU7-98P	nan	nan	nan	nan	nan	nan
RNU7-99P	nan	nan	nan	nan	nan	nan
RNU7-9P	nan	nan	nan	nan	nan	nan
RNVU1-1	nan	nan	nan	nan	nan	nan
RNVU1-10	nan	nan	nan	nan	nan	nan
RNVU1-11	nan	nan	nan	nan	nan	nan
RNVU1-12	nan	nan	nan	nan	nan	nan
RNVU1-13	nan	nan	nan	nan	nan	nan
RNVU1-14	nan	nan	nan	nan	nan	nan
RNVU1-15	nan	nan	nan	nan	nan	nan
RNVU1-16	nan	nan	nan	nan	nan	nan
RNVU1-17	nan	nan	nan	nan	nan	nan
RNVU1-18	nan	nan	nan	nan	nan	nan
RNVU1-19	nan	nan	nan	nan	nan	nan
RNVU1-2	nan	nan	nan	nan	nan	nan
RNVU1-20	0.0919386	0.0214142	0.226459	0.168552	0.0115512	0.0824049
RNVU1-3	nan	nan	nan	nan	nan	nan
RNVU1-4	nan	nan	nan	nan	nan	nan
